StateCode,Year,WoodProduction,Solar,Wind,Geothermal,Hydropower,Wood,Waste,Biodiesel,BiodieselLoss,FuelEthanol,FuelEthanolLoss,Nuclear,Coal,NaturalGas,Petroleum,ElectricPower,Transportation,Industrial,Commercial,Residential,ElectricLoss,DensifiedBiomassExport,ElectricImport,CoalCokeImport,NetInterstateImport,ElectricExport,CoalCokeExport,NetInterstateExport,BiodieselSum,FuelEthanolSum,Biofuel,WoodWaste,Biomass,NoncombustibleRenewable,Renewable,FossilFuel,Nonrenewable,Clean,Total,Consumption,Biodiesel->Transportation,BiodieselLoss->Industrial,Coal->Transportation,Coal->Residential,Coal->Industrial,Coal->ElectricPower,Coal->Commercial,CoalCokeImport->Industrial,ElectricImport->ElectricPower,ElectricPower->Transportation,ElectricPower->Residential,ElectricPower->Industrial,ElectricPower->ElectricLoss,ElectricPower->ElectricExport,ElectricPower->Commercial,FuelEthanol->Transportation,FuelEthanol->Industrial,FuelEthanol->Commercial,FuelEthanolLoss->Industrial,Geothermal->Residential,Geothermal->Industrial,Geothermal->ElectricPower,Geothermal->Commercial,Hydropower->Industrial,Hydropower->ElectricPower,Hydropower->Commercial,Industrial->CoalCokeExport,NaturalGas->Transportation,NaturalGas->Residential,NaturalGas->Industrial,NaturalGas->ElectricPower,NaturalGas->Commercial,Nuclear->ElectricPower,Petroleum->Transportation,Petroleum->Residential,Petroleum->Industrial,Petroleum->ElectricPower,Petroleum->Commercial,Solar->Residential,Solar->Industrial,Solar->ElectricPower,Solar->Commercial,Waste->Industrial,Waste->ElectricPower,Waste->Commercial,Wind->Industrial,Wind->ElectricPower,Wind->Commercial,Wood->Residential,Wood->Industrial,Wood->ElectricPower,Wood->Commercial,WoodProduction->Wood,WoodProduction->DensifiedBiomassExport,NetInterstateImport->ElectricPower,ElectricPower->NetInterstateExport
AK,1960,3681.0,0.0,0.0,0.0,3120.0,3681.0,0.0,0.0,0.0,0.0,0.0,0.0,7189.0,2034.0,45410.0,4610.0,27139.0,16246.0,6100.0,8350.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3681.0,3681.0,3120.0,6801.0,54633.0,54633.0,6801.0,61434.0,62445.0,0.0,0.0,86.0,714.0,4980.0,914.0,496.0,0.0,0.0,0.0,517.0,155.0,3599.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,2.0,176.0,1856.0,0.0,0.0,0.0,27051.0,5137.0,7415.0,576.0,5230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.0,1840.0,0.0,34.0,3681.0,0.0,0.0,0.0
AK,1961,4145.0,0.0,0.0,0.0,3168.0,4145.0,0.0,0.0,0.0,0.0,0.0,0.0,11552.0,2300.0,51008.0,5012.0,31895.0,21206.0,6376.0,8860.0,3837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145.0,4145.0,3168.0,7313.0,64860.0,64860.0,7313.0,72173.0,73349.0,0.0,0.0,42.0,713.0,9174.0,1127.0,496.0,0.0,0.0,0.0,590.0,166.0,3837.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,0.0,0.0,49.0,195.0,1934.0,0.0,122.0,0.0,31804.0,5538.0,7644.0,718.0,5304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,2288.0,0.0,35.0,4145.0,0.0,0.0,0.0
AK,1962,4246.0,0.0,0.0,0.0,3207.0,4246.0,0.0,0.0,0.0,0.0,0.0,0.0,13559.0,4048.0,53752.0,5466.0,34182.0,24606.0,6403.0,9514.0,4107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.0,4246.0,3207.0,7453.0,71359.0,71359.0,7453.0,78812.0,80171.0,0.0,0.0,43.0,854.0,10696.0,1373.0,593.0,0.0,0.0,0.0,672.0,178.0,4107.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.0,0.0,0.0,75.0,556.0,3399.0,0.0,19.0,0.0,34065.0,5729.0,7822.0,886.0,5251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,2511.0,0.0,32.0,4246.0,0.0,0.0,0.0
AK,1963,4383.0,0.0,0.0,0.0,3410.0,4383.0,0.0,0.0,0.0,0.0,0.0,0.0,11999.0,5567.0,55429.0,6839.0,32387.0,25156.0,8154.0,9900.0,5190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383.0,4383.0,3410.0,7793.0,72995.0,72995.0,7793.0,80788.0,82436.0,0.0,0.0,36.0,543.0,9545.0,1482.0,393.0,0.0,0.0,0.0,774.0,252.0,5190.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.0,0.0,0.0,42.0,693.0,2225.0,975.0,1632.0,0.0,32309.0,6240.0,10434.0,971.0,5475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0,2700.0,0.0,31.0,4383.0,0.0,0.0,0.0
AK,1964,4728.0,0.0,0.0,0.0,3374.0,4728.0,0.0,0.0,0.0,0.0,0.0,0.0,12029.0,6805.0,58130.0,8746.0,32246.0,24870.0,10228.0,10801.0,6922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4728.0,4728.0,3374.0,8102.0,76964.0,76964.0,8102.0,85066.0,86891.0,0.0,0.0,33.0,423.0,8989.0,2279.0,306.0,0.0,0.0,0.0,864.0,256.0,6922.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374.0,0.0,0.0,0.0,1055.0,2192.0,1614.0,1944.0,0.0,32213.0,6756.0,10440.0,1479.0,7242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,2993.0,0.0,32.0,4728.0,0.0,0.0,0.0
AK,1965,4863.0,0.0,0.0,0.0,3655.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,9888.0,7670.0,61705.0,10333.0,34379.0,22327.0,11717.0,11134.0,8225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4863.0,4863.0,3655.0,8518.0,79263.0,79263.0,8518.0,87781.0,89890.0,0.0,0.0,21.0,371.0,6526.0,2690.0,280.0,0.0,0.0,0.0,996.0,200.0,8225.0,0.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655.0,0.0,0.0,0.0,1451.0,1755.0,2170.0,2293.0,0.0,34357.0,6717.0,10612.0,1817.0,8202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,3234.0,0.0,30.0,4863.0,0.0,0.0,0.0
AK,1966,5035.0,0.0,0.0,0.0,3293.0,5035.0,0.0,0.0,0.0,0.0,0.0,0.0,16431.0,12282.0,65655.0,11638.0,36233.0,32980.0,11989.0,12220.0,9273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035.0,5035.0,3293.0,8328.0,94368.0,94368.0,8328.0,102696.0,105060.0,0.0,0.0,38.0,468.0,12860.0,2710.0,353.0,0.0,0.0,0.0,1120.0,214.0,9273.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3293.0,0.0,0.0,0.0,1794.0,4070.0,3856.0,2562.0,0.0,36195.0,7272.0,12395.0,1780.0,8013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,3440.0,0.0,30.0,5035.0,0.0,0.0,0.0
AK,1967,4671.0,0.0,0.0,0.0,3786.0,4671.0,0.0,0.0,0.0,0.0,0.0,0.0,18462.0,11889.0,76363.0,12639.0,43862.0,34693.0,13640.0,12872.0,10106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4671.0,4671.0,3786.0,8457.0,106714.0,106714.0,8457.0,115171.0,117706.0,0.0,0.0,37.0,427.0,15341.0,2335.0,322.0,0.0,0.0,0.0,1187.0,214.0,10106.0,0.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.0,0.0,0.0,0.0,1958.0,2728.0,4481.0,2722.0,0.0,43825.0,7873.0,13193.0,2037.0,9436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.0,3216.0,0.0,27.0,4671.0,0.0,0.0,0.0
AK,1968,4705.0,0.0,0.0,0.0,3781.0,4705.0,0.0,0.0,0.0,0.0,0.0,0.0,15998.0,17636.0,80412.0,14377.0,47177.0,35578.0,14262.0,14001.0,11515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4705.0,4705.0,3781.0,8486.0,114046.0,114046.0,8486.0,122532.0,125395.0,0.0,0.0,28.0,344.0,12791.0,2564.0,270.0,0.0,0.0,0.0,1341.0,229.0,11515.0,0.0,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0,0.0,0.0,0.0,2304.0,4898.0,5697.0,4737.0,0.0,47150.0,8601.0,14392.0,2335.0,7935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,3268.0,0.0,27.0,4705.0,0.0,0.0,0.0
AK,1969,4893.0,0.0,0.0,0.0,3562.0,4893.0,0.0,0.0,0.0,0.0,0.0,0.0,13191.0,42940.0,92045.0,15572.0,56517.0,50380.0,21553.0,15810.0,12371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4893.0,4893.0,3562.0,8455.0,148176.0,148176.0,8455.0,156631.0,159832.0,0.0,0.0,16.0,333.0,9800.0,2781.0,261.0,0.0,0.0,0.0,1519.0,258.0,12371.0,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3562.0,0.0,0.0,0.0,4596.0,20541.0,6730.0,11073.0,0.0,56501.0,8020.0,16255.0,2500.0,8769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,3526.0,0.0,25.0,4893.0,0.0,0.0,0.0
AK,1970,5029.0,0.0,0.0,0.0,3806.0,5029.0,0.0,0.0,0.0,0.0,0.0,0.0,13159.0,64045.0,95999.0,18627.0,76386.0,49606.0,23394.0,17800.0,14853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5029.0,5029.0,3806.0,8835.0,173203.0,173203.0,8835.0,182038.0,185813.0,0.0,0.0,14.0,233.0,8476.0,4254.0,183.0,0.0,0.0,0.0,1798.0,345.0,14853.0,0.0,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3806.0,0.0,0.0,17393.0,6242.0,19589.0,8239.0,12582.0,0.0,58980.0,8237.0,17480.0,2328.0,8973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,3715.0,0.0,24.0,5029.0,0.0,0.0,0.0
AK,1971,5287.0,0.0,0.0,0.0,3807.0,5287.0,0.0,0.0,0.0,0.0,0.0,0.0,14121.0,68045.0,109703.0,21538.0,85018.0,52080.0,25477.0,21282.0,17106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5287.0,5287.0,3807.0,9094.0,191869.0,191869.0,9094.0,200963.0,205395.0,0.0,0.0,12.0,177.0,9021.0,4728.0,184.0,0.0,0.0,0.0,2155.0,361.0,17106.0,0.0,1916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,0.0,0.0,17296.0,6927.0,19142.0,10352.0,14327.0,0.0,67710.0,10767.0,19548.0,2652.0,9026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,4008.0,0.0,24.0,5287.0,0.0,0.0,0.0
AK,1972,5079.0,0.0,0.0,0.0,3594.0,5079.0,0.0,0.0,0.0,0.0,0.0,0.0,12753.0,75032.0,117919.0,23851.0,83425.0,62366.0,28839.0,20497.0,19249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5079.0,5079.0,3594.0,8673.0,205704.0,205704.0,8673.0,214377.0,218978.0,0.0,0.0,8.0,199.0,7984.0,4296.0,264.0,0.0,0.0,0.0,2143.0,423.0,19249.0,0.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3594.0,0.0,0.0,8826.0,8434.0,28511.0,13173.0,16088.0,0.0,74591.0,8534.0,21578.0,2787.0,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,3870.0,0.0,22.0,5079.0,0.0,0.0,0.0
AK,1973,4871.0,0.0,0.0,0.0,2973.0,4871.0,0.0,0.0,0.0,0.0,0.0,0.0,13286.0,63703.0,112132.0,25892.0,71354.0,61366.0,24471.0,19008.0,20766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4871.0,4871.0,2973.0,7844.0,189121.0,189121.0,7844.0,196965.0,202091.0,0.0,0.0,6.0,92.0,8884.0,4146.0,157.0,0.0,0.0,0.0,2342.0,421.0,20766.0,0.0,2363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,0.0,0.0,172.0,5081.0,30128.0,15906.0,12416.0,0.0,71176.0,10409.0,18166.0,2866.0,9514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,3767.0,0.0,21.0,4871.0,0.0,0.0,0.0
AK,1974,4922.0,0.0,0.0,0.0,3407.0,4922.0,0.0,0.0,0.0,0.0,0.0,0.0,12485.0,63188.0,117486.0,28067.0,76803.0,57919.0,25606.0,18605.0,22555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.0,4922.0,3407.0,8329.0,193159.0,193159.0,8329.0,201488.0,207000.0,0.0,0.0,4.0,92.0,7560.0,4634.0,195.0,0.0,0.0,0.0,2574.0,422.0,22555.0,0.0,2516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3407.0,0.0,0.0,111.0,4182.0,28509.0,17220.0,13167.0,0.0,76689.0,10690.0,17592.0,2806.0,9708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,3836.0,0.0,20.0,4922.0,0.0,0.0,0.0
AK,1975,4894.0,0.0,0.0,0.0,3713.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,15271.0,85175.0,123119.0,31975.0,79665.0,76649.0,25705.0,25137.0,25016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.0,4894.0,3713.0,8607.0,223565.0,223565.0,8607.0,232172.0,239131.0,0.0,0.0,2.0,88.0,10504.0,4471.0,205.0,0.0,0.0,0.0,3063.0,1655.0,25016.0,0.0,2242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,0.0,0.0,94.0,10442.0,40419.0,19737.0,14483.0,0.0,79569.0,10134.0,20614.0,4054.0,8749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,3457.0,0.0,27.0,4894.0,0.0,0.0,0.0
AK,1976,5224.0,0.0,0.0,0.0,3978.0,5224.0,0.0,0.0,0.0,0.0,0.0,0.0,13706.0,90571.0,141170.0,35474.0,89123.0,84416.0,25259.0,28019.0,27830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.0,5224.0,3978.0,9202.0,245447.0,245447.0,9202.0,254649.0,262291.0,0.0,0.0,1.0,71.0,9070.0,4391.0,173.0,0.0,0.0,0.0,3355.0,1721.0,27830.0,0.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.0,0.0,0.0,151.0,10968.0,42858.0,22337.0,14257.0,0.0,88972.0,12077.0,27121.0,4768.0,8232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,3646.0,0.0,29.0,5224.0,0.0,0.0,0.0
AK,1977,6106.0,0.0,0.0,0.0,5343.0,6106.0,0.0,0.0,0.0,0.0,0.0,0.0,10259.0,116859.0,154922.0,38678.0,94045.0,110920.0,27908.0,30394.0,30224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106.0,6106.0,5343.0,11449.0,282040.0,282040.0,11449.0,293489.0,301945.0,0.0,0.0,0.0,69.0,5648.0,4366.0,176.0,0.0,0.0,0.0,3655.0,2015.0,30224.0,0.0,2784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5343.0,0.0,0.0,261.0,11336.0,66955.0,23675.0,14633.0,0.0,93783.0,13529.0,32037.0,5294.0,10279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.0,4266.0,0.0,34.0,6106.0,0.0,0.0,0.0
AK,1978,5920.0,0.0,0.0,0.0,4889.0,5920.0,0.0,0.0,0.0,0.0,0.0,0.0,4689.0,145025.0,163486.0,39351.0,97936.0,133568.0,28081.0,33880.0,30545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.0,5920.0,4889.0,10809.0,313200.0,313200.0,10809.0,324009.0,332816.0,0.0,0.0,0.0,0.0,0.0,4689.0,0.0,0.0,0.0,0.0,3787.0,2112.0,30545.0,0.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.0,0.0,0.0,187.0,12151.0,92919.0,24578.0,15189.0,0.0,97749.0,15964.0,34632.0,5194.0,9947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,3904.0,0.0,38.0,5920.0,0.0,0.0,0.0
AK,1979,5986.0,0.0,0.0,0.0,4747.0,5986.0,0.0,0.0,0.0,0.0,0.0,0.0,4182.0,157236.0,127623.0,42765.0,85842.0,133087.0,22839.0,23717.0,34289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5986.0,5986.0,4747.0,10733.0,289041.0,289041.0,10733.0,299774.0,308250.0,0.0,0.0,0.0,0.0,0.0,4182.0,0.0,0.0,0.0,0.0,3641.0,1488.0,34289.0,0.0,3347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4747.0,0.0,0.0,879.0,7303.0,104748.0,28465.0,15841.0,0.0,84963.0,10039.0,23652.0,5371.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0,3199.0,0.0,52.0,5986.0,0.0,0.0,0.0
AK,1980,2723.0,0.0,0.0,0.0,5599.0,2723.0,0.0,0.0,0.0,0.0,0.0,0.0,4310.0,153805.0,129309.0,44199.0,89804.0,127035.0,23914.0,19586.0,35406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.0,2723.0,5599.0,8322.0,287424.0,287424.0,8322.0,295746.0,304538.0,0.0,0.0,0.0,0.0,0.0,4310.0,0.0,0.0,0.0,0.0,3726.0,2583.0,35406.0,0.0,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5599.0,0.0,0.0,129.0,7935.0,100254.0,28935.0,16551.0,0.0,89675.0,6978.0,22446.0,5355.0,4855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,1752.0,0.0,24.0,2723.0,0.0,0.0,0.0
AK,1981,2951.0,0.0,0.0,0.0,6171.0,2951.0,95.0,0.0,0.0,0.0,0.0,0.0,12521.0,122214.0,135710.0,45069.0,101238.0,94062.0,29200.0,20038.0,35121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.0,3046.0,6171.0,9217.0,270445.0,270445.0,9217.0,279662.0,289607.0,0.0,0.0,0.0,1342.0,0.0,5064.0,6114.0,0.0,0.0,0.0,4190.0,3401.0,35121.0,0.0,2357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6171.0,0.0,0.0,272.0,7933.0,68584.0,29216.0,16209.0,0.0,100966.0,5405.0,20228.0,4618.0,4493.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1169.0,1754.0,0.0,28.0,2951.0,0.0,0.0,0.0
AK,1982,2746.0,0.0,0.0,0.0,5870.0,2746.0,129.0,0.0,0.0,0.0,0.0,0.0,13182.0,237881.0,149249.0,47647.0,102239.0,207501.0,38322.0,24476.0,36520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.0,2875.0,5870.0,8745.0,400312.0,400312.0,8745.0,409057.0,420185.0,0.0,0.0,0.0,1338.0,0.0,5314.0,6531.0,0.0,0.0,0.0,4805.0,3689.0,36520.0,0.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5870.0,0.0,0.0,254.0,10545.0,171698.0,31174.0,24210.0,0.0,101985.0,6726.0,30325.0,5289.0,4924.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,1062.0,1660.0,0.0,24.0,2746.0,0.0,0.0,0.0
AK,1983,3178.0,0.0,0.0,0.0,6243.0,3178.0,170.0,0.0,0.0,0.0,0.0,0.0,12403.0,239678.0,175955.0,48449.0,115944.0,218527.0,41467.0,25122.0,36568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.0,3348.0,6243.0,9591.0,428036.0,428036.0,9591.0,437627.0,449509.0,0.0,0.0,0.0,1173.0,0.0,5072.0,6158.0,0.0,0.0,0.0,4959.0,4043.0,36568.0,0.0,2879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6243.0,0.0,0.0,256.0,10449.0,172710.0,31536.0,24728.0,0.0,115687.0,7243.0,39754.0,5598.0,7673.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1298.0,1850.0,0.0,29.0,3178.0,0.0,0.0,0.0
AK,1984,3694.0,0.0,0.0,0.0,7235.0,3694.0,223.0,0.0,0.0,0.0,0.0,0.0,12883.0,258039.0,200815.0,50055.0,142997.0,227515.0,45642.0,29184.0,37551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.0,3917.0,7235.0,11152.0,471737.0,471737.0,11152.0,482889.0,495393.0,0.0,0.0,0.0,1504.0,0.0,4967.0,6412.0,0.0,0.0,0.0,5450.0,1159.0,37551.0,0.0,5896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7235.0,0.0,0.0,5930.0,11850.0,183798.0,31771.0,24690.0,0.0,137068.0,8565.0,40497.0,6082.0,8605.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,1815.0,1838.0,0.0,41.0,3694.0,0.0,0.0,0.0
AK,1985,3715.0,0.0,0.0,0.0,7816.0,3715.0,251.0,0.0,0.0,0.0,0.0,0.0,11587.0,214042.0,237018.0,52905.0,153931.0,211434.0,39415.0,30352.0,39297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3966.0,3966.0,7816.0,11782.0,462647.0,462647.0,11782.0,474429.0,488037.0,0.0,0.0,0.0,1519.0,0.0,4682.0,5386.0,0.0,0.0,0.0,5711.0,1422.0,39297.0,0.0,6474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7816.0,0.0,0.0,5178.0,13336.0,140663.0,34400.0,20466.0,0.0,148753.0,7916.0,67297.0,6007.0,7045.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,1870.0,1801.0,0.0,44.0,3715.0,0.0,0.0,0.0
AK,1986,2258.0,0.0,0.0,0.0,8448.0,2258.0,0.0,0.0,0.0,1.0,0.0,0.0,12150.0,208311.0,273083.0,53237.0,150698.0,207421.0,78761.0,27947.0,39425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2258.0,2259.0,8448.0,10707.0,493544.0,493544.0,10707.0,504251.0,518064.0,0.0,0.0,0.0,1805.0,0.0,4302.0,6042.0,0.0,0.0,0.0,5544.0,1590.0,39425.0,0.0,6678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8448.0,0.0,0.0,6011.0,12207.0,134403.0,34615.0,21074.0,0.0,144684.0,6688.0,70923.0,5872.0,44916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,504.0,0.0,50.0,2258.0,0.0,0.0,0.0
AK,1987,2920.0,0.0,0.0,0.0,9080.0,2920.0,0.0,0.0,0.0,3.0,0.0,0.0,4330.0,251512.0,231363.0,48498.0,133896.0,229725.0,72240.0,28372.0,34979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2920.0,2923.0,9080.0,12003.0,487205.0,487205.0,12003.0,499208.0,512731.0,0.0,0.0,0.0,0.0,0.0,4330.0,0.0,0.0,0.0,0.0,5283.0,1773.0,34979.0,0.0,6464.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9080.0,0.0,0.0,2129.0,12371.0,185884.0,30713.0,20415.0,0.0,131761.0,8371.0,41574.0,4375.0,45283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0,494.0,0.0,80.0,2920.0,0.0,0.0,0.0
AK,1988,3101.0,0.0,0.0,0.0,9658.0,3101.0,0.0,0.0,0.0,2.0,0.0,0.0,4362.0,288798.0,215475.0,49172.0,150456.0,271762.0,35889.0,27919.0,35371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3101.0,3103.0,9658.0,12761.0,508635.0,508635.0,12761.0,521396.0,535198.0,0.0,0.0,0.0,0.0,0.0,4362.0,0.0,0.0,0.0,0.0,5426.0,1848.0,35371.0,0.0,6527.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9658.0,0.0,0.0,1968.0,12576.0,222308.0,31026.0,20920.0,0.0,148484.0,7413.0,47097.0,4127.0,8353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,509.0,0.0,88.0,3101.0,0.0,0.0,0.0
AK,1989,9186.0,1.0,0.0,51.0,9102.0,9186.0,2.0,0.0,0.0,0.0,0.0,0.0,4719.0,321207.0,231924.0,52094.0,173382.0,299315.0,34388.0,31144.0,37962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9188.0,9188.0,9154.0,18342.0,557850.0,557850.0,18342.0,576192.0,590323.0,0.0,0.0,0.0,0.0,0.0,4719.0,0.0,0.0,0.0,0.0,5607.0,1537.0,37962.0,0.0,6987.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,20.0,0.0,9102.0,0.0,0.0,1868.0,13532.0,250528.0,33631.0,21648.0,0.0,171514.0,9458.0,41033.0,4394.0,5526.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2532.0,6201.0,248.0,205.0,9186.0,0.0,0.0,0.0
